0.000000,0.000000,0.000000
7.204100,0.772609,0.251224
13.977012,0.010119,1.174449
15.004258,6.135239,1.548183
14.798072,13.280040,1.650475
15.639502,19.664960,1.627458
16.217223,25.829134,1.580302
16.496460,31.008659,1.615495
16.496460,31.008659,1.615495
15.688295,40.344230,1.083910
18.862330,47.518204,1.066434
21.546801,54.244165,1.076039
24.278489,60.771709,0.973087
27.583732,65.945346,0.921558
30.638111,70.921037,0.946420
33.380898,75.802598,0.928010
36.329043,80.110994,1.046061
39.291398,83.852963,0.944802
42.425732,87.152256,0.876281
45.469056,90.047453,0.802533
48.034220,92.365273,0.693938
51.310542,94.909075,0.682222
54.380371,96.592420,0.668330
57.454123,97.904385,0.567512
58.511967,101.115584,0.404313
58.511967,101.115584,0.404313
63.396253,101.054034,-0.013467
67.327779,100.822174,-0.355991
70.225432,98.302559,-0.621026
73.082897,95.239164,-0.759191
76.016653,91.570349,-0.929880
78.886200,87.338835,-1.023170
81.760807,82.987735,-0.982428
84.665919,77.880929,-0.988202
87.442454,72.089889,-1.133747
90.301672,66.311218,-1.153369
92.954995,60.279448,-1.131660
96.073807,54.848371,-1.130140
98.625205,49.039812,-1.095290
102.115255,42.952837,-1.128808
104.524021,37.353670,-1.011517
107.922133,31.773953,-1.007318
110.712001,26.491477,-1.057761
113.559942,21.733716,-1.032839
116.409442,17.335047,-0.973174
119.124420,13.817189,-0.900033
121.903165,10.571080,-0.818923
124.756819,8.274644,-0.656787
127.864719,6.980043,-0.346179
127.864719,6.980043,-0.346179
127.864719,6.980043,-0.346179
131.020930,5.877982,-0.003104
133.319621,5.298773,0.469988
135.327342,6.757898,0.692318
138.405850,7.487712,0.807062
140.338690,10.079282,0.980546
144.454518,13.042738,0.845481
146.466168,16.589536,1.008569
147.730519,20.553256,1.230232
149.347148,25.288559,1.231995
150.851901,30.047826,1.275127
152.120747,34.690868,1.288224
153.670366,40.405010,1.365598
155.065324,45.734004,1.305340
156.993417,51.769870,1.305507
158.315968,57.612189,1.442103
159.720026,63.796104,1.428485
160.979156,69.964354,1.374816
162.002489,76.557004,1.408886
163.487563,83.146296,1.413402
165.598952,89.809933,1.460453
167.257954,96.904751,1.366369
168.892141,103.825192,1.402314
170.407805,110.789932,1.440699
171.917816,118.133476,1.539042
